,X1,cause,effect,doc_ind,sentence_ind
660,719,defrost defect,drycol control unit defect,193,1
661,720,buchholz alarm,check oil level,194,1
662,721,alarm operation,buchholz alarm,194,1
663,722,alarm operation,check oil level,194,1
664,725,buchholz,alarm,194,1
665,726,buchholz,check oil level,194,1
666,728,oil leak,add oil,195,1
667,729,oil level low,oil leak,195,1
668,730,oil level low,add oil,195,1
669,731,oil level incorrect,oil leak,195,1
670,732,oil level incorrect,add oil,195,1
671,734,oil leak,add oil,195,1
672,736,oil level low,add oil,196,1
673,737,oil level low,correct level winter,196,1
674,738,oil level incorrect,oil level low,196,1
675,739,oil level incorrect,add oil,196,1
676,740,oil level incorrect,correct level winter,196,1
677,741,oil level low,buchholz alarm,197,1
678,742,oil level incorrect,buchholz alarm,197,1
679,743,oil level low,buchholz alarm,198,1
680,744,oil level incorrect,buchholz alarm,198,1
681,745,oil level low,add oil,199,1
682,746,oil level incorrect,add oil,199,1
683,747,damaged component,drycol breather,200,1
684,748,drycol breather,drycol breather,200,1
685,749,damaged component,transformer abnormal or reflash,201,1
686,750,drycol breather,transformer abnormal or reflash,201,1
687,751,damaged component,transformer abnormal or reflash,202,1
688,752,drycol breather,transformer abnormal or reflash,202,1
689,753,high resistance connection,transformer abnormal or reflash,203,1
690,754,drycol breather,transformer abnormal or reflash,203,1
691,756,oil level low,oil level incorrect,204,1
692,757,oil level low,add oil,204,1
693,758,oil level low,add oil,204,1
694,759,oil level incorrect,add oil,204,1
695,760,oil level low,buchholz alarm,205,1
696,761,oil level incorrect,buchholz alarm,205,1
697,762,damaged component,transformer abnormal or reflash,206,1
698,763,drycol breather,transformer abnormal or reflash,206,1
699,764,oil level low,add oil,207,1
700,765,oil level incorrect,add oil,207,1
701,766,calibration,transformer abnormal or reflash,208,1
702,767,sight glass,transformer abnormal or reflash,208,1
703,768,gauge defect,transformer abnormal or reflash,208,1
704,769,oil level low,transformer abnormal or reflash,209,1
705,770,oil level low,transformer abnormal or reflash,209,1
706,771,oil level incorrect,transformer abnormal or reflash,209,1
707,772,oil level incorrect,transformer abnormal or reflash,209,1
708,774,oil level low,oil level incorrect,210,1
709,775,transformer abnormal or reflash,oil level incorrect,211,1
710,776,transformer abnormal or reflash,oil level incorrect,211,1
711,777,oil level low,oil level incorrect,211,1
712,778,oil level low,oil level incorrect,211,1
713,779,ir,transformer abnormal or reflash,212,1
714,780,ir,transformer abnormal or reflash,212,1
715,781,power supply,transformer abnormal or reflash,214,1
716,782,power supply,transformer abnormal or reflash,214,1
717,783,drycol control unit defect,transformer abnormal or reflash,214,1
718,785,oil level low,oil level incorrect,215,1
719,787,oil level low,transformer abnormal or reflash,216,1
720,788,oil level incorrect,transformer abnormal or reflash,216,1
721,790,magnet or reed switch,buchholz,217,1
722,791,magnet or reed switch,exchange buchholz unit,217,1
723,792,magnet or reed switch,buchholz,217,1
724,793,magnet or reed switch,exchange buchholz unit,217,1
725,794,magnet or reed switch,exchange buchholz unit,217,1
726,795,magnet or reed switch,exchange buchholz unit,217,1
727,796,buchholz,exchange buchholz unit,217,1
728,797,ir,transformer abnormal or reflash,218,1
729,798,ir,transformer abnormal or reflash,218,1
730,799,fuse or mcb,transformer abnormal or reflash,219,1
731,800,fuse or mcb,transformer abnormal or reflash,219,1
732,801,drycol control unit defect,transformer abnormal or reflash,219,1
733,802,fuse or mcb,transformer abnormal or reflash,220,1
734,803,fuse or mcb,transformer abnormal or reflash,220,1
735,804,drycol control unit defect,transformer abnormal or reflash,220,1
736,805,defrost defect,transformer abnormal or reflash,221,1
737,806,drycol control unit defect,transformer abnormal or reflash,221,1
738,807,oil level low,add oil,222,1
739,808,oil level incorrect,add oil,222,1
740,809,oil level low,oil leak,223,1
741,810,oil level incorrect,oil leak,223,1
742,811,oil level low,buchholz alarm,224,1
743,812,oil level incorrect,buchholz alarm,224,1
744,815,damaged component,transformer abnormal or reflash,226,1
745,817,damaged component,transformer abnormal or reflash,227,1
746,818,damaged component,drycol breather,227,1
747,819,drycol breather,transformer abnormal or reflash,227,1
748,820,drycol breather,drycol breather,227,1
749,821,damaged component,investigate fault drycol,228,1
750,822,damaged component,exchange component,228,1
751,823,drycol breather,investigate fault drycol,228,1
752,824,drycol breather,exchange component,228,1
753,825,corrosion,buchholz alarm,229,1
754,826,corrosion,buchholz alarm,229,1
755,827,corrosion,buchholz alarm,229,1
756,828,pipework defect,buchholz alarm,229,1
757,830,oil level low,oil level incorrect,230,1
758,831,oil level low,add oil,230,1
759,832,oil level low,add oil,230,1
760,833,oil level incorrect,add oil,230,1
761,834,ir,transformer abnormal or reflash,231,1
762,835,ir,transformer abnormal or reflash,231,1
763,836,transformer abnormal or reflash,repair,232,1
764,837,transformer abnormal or reflash,reset,232,1
765,838,damaged component,transformer abnormal or reflash,232,1
766,839,damaged component,repair,232,1
767,840,damaged component,reset,232,1
768,841,drycol control unit defect,transformer abnormal or reflash,232,1
769,842,drycol control unit defect,repair,232,1
770,843,drycol control unit defect,reset,232,1
771,844,high resistance connection,transformer abnormal or reflash,233,1
772,845,drycol breather,transformer abnormal or reflash,233,1
773,846,dessicant abnormal,exchange dessicant,235,1
774,848,dessicant abnormal,refill,236,1
775,849,dessicant abnormal,order new cartridge,236,1
776,852,dessicant abnormal,exchange dessicant,237,1
777,855,oil level low,oil level incorrect,238,1
778,857,damaged component,investegate drycol unit,239,1
779,858,damaged component,exchange dessicant,239,1
780,859,drycol breather,investegate drycol unit,239,1
781,860,drycol breather,exchange dessicant,239,1
782,861,gasket,transformer other,240,1
783,862,seal integrity defect,transformer other,240,1
784,863,gasket,oil leak,241,1
785,864,gasket,tighten sight glass,241,1
786,865,gasket,cure leak,241,1
787,866,seal integrity defect,oil leak,241,1
788,867,seal integrity defect,tighten sight glass,241,1
789,868,seal integrity defect,cure leak,241,1
790,869,gasket,tighten sight glass,241,1
791,870,gasket,cure leak,241,1
792,871,seal integrity defect,tighten sight glass,241,1
793,872,seal integrity defect,cure leak,241,1
794,873,oil leak,tighten sight glass,241,1
795,874,oil leak,cure leak,241,1
796,875,cracked sight glass,sight glass,242,1
797,876,cracked sight glass,gauge defect,242,1
798,877,cracked sight glass,make,242,1
799,878,cracked sight glass,install sight glass,242,1
800,880,sight glass,gauge defect,242,1
801,881,sight glass,make,242,1
802,882,sight glass,install sight glass,242,1
803,883,cracked sight glass,sight glass,242,1
804,884,cracked sight glass,make,242,1
805,885,cracked sight glass,install sight glass,242,1
806,887,sight glass,make,242,1
807,888,sight glass,install sight glass,242,1
808,889,gauge defect,sight glass,242,1
809,890,gauge defect,make,242,1
810,891,gauge defect,install sight glass,242,1
811,892,high resistance connection,transformer abnormal or reflash,243,1
812,893,drycol breather,transformer abnormal or reflash,243,1
813,894,power supply,drycol control unit defect,244,1
814,895,power supply,drycol control unit defect,244,1
815,896,gasket,transformer abnormal or reflash,245,1
816,897,seal integrity defect,transformer abnormal or reflash,245,1
817,898,drycol breather,transformer abnormal or reflash,245,1
818,899,power supply,drycol alarm,246,1
819,900,power supply,drycol alarm,246,1
820,901,drycol control unit defect,drycol alarm,246,1
821,902,damaged component,transformer abnormal or reflash,247,1
822,904,damaged component,transformer abnormal or reflash,248,1
823,906,power supply,transformer abnormal or reflash,249,1
824,907,power supply,transformer abnormal or reflash,249,1
825,908,drycol control unit defect,transformer abnormal or reflash,249,1
826,909,power supply,drycol breather,250,1
827,910,power supply,drycol breather,250,1
828,911,drycol control unit defect,drycol breather,250,1
829,912,damaged component,transformer abnormal or reflash,251,1
830,913,drycol breather,transformer abnormal or reflash,251,1
831,914,ir,exchange drycol unit,252,1
832,915,ir,exchange drycol unit,252,1
833,916,damaged component,transformer abnormal or reflash,253,1
834,917,drycol breather,transformer abnormal or reflash,253,1
835,918,power supply,drycol alarm,254,1
836,919,power supply,drycol alarm,254,1
837,920,drycol control unit defect,drycol alarm,254,1
838,921,damaged component,transformer abnormal or reflash,255,1
839,922,drycol breather,transformer abnormal or reflash,255,1
840,923,power supply,transformer abnormal or reflash,256,1
841,924,power supply,drycol breather,256,1
842,925,power supply,transformer abnormal or reflash,256,1
843,926,power supply,drycol breather,256,1
844,927,drycol control unit defect,transformer abnormal or reflash,256,1
845,928,drycol control unit defect,drycol breather,256,1
846,929,oil level low,buchholz alarm,257,1
847,930,oil level incorrect,buchholz alarm,257,1
848,931,damaged component,transformer other,258,1
849,932,damaged component,transformer abnormal or reflash,259,1
850,933,damaged component,transformer abnormal or reflash,259,1
851,934,drycol breather,transformer abnormal or reflash,259,1
852,935,drycol breather,transformer abnormal or reflash,259,1
853,936,power supply,transformer abnormal or reflash,260,1
854,937,power supply,drycol breather,260,1
855,938,power supply,transformer abnormal or reflash,260,1
856,939,power supply,drycol breather,260,1
857,940,drycol control unit defect,transformer abnormal or reflash,260,1
858,941,drycol control unit defect,drycol breather,260,1
859,942,ir,ir,261,1
860,943,ir,exchange drycol breather,261,1
861,944,ir,test,261,1
862,945,ir,exchange drycol breather,261,1
863,946,ir,test,261,1
864,947,ir,exchange drycol breather,261,1
865,948,ir,test,261,1
866,949,damaged component,drycol breather,262,1
867,950,dessicant abnormal,transformer abnormal or reflash,263,1
868,952,high resistance connection,drycol breather,264,1
869,953,damaged component,control box,265,1
870,954,fuse or mcb,transformer abnormal or reflash,266,1
871,955,fuse or mcb,transformer abnormal or reflash,266,1
872,956,drycol control unit defect,transformer abnormal or reflash,266,1
873,957,damaged component,transformer abnormal or reflash,267,1
874,959,damaged component,exchange drycol unit,268,1
875,960,damaged component,verify operational control box,268,1
876,961,drycol breather,exchange drycol unit,268,1
877,962,drycol breather,verify operational control box,268,1
878,964,seal integrity defect,transformer abnormal or reflash,270,1
879,965,bag defect,transformer abnormal or reflash,270,1
880,966,damaged component,oil level low,271,1
881,968,seal integrity defect,transformer abnormal or reflash,272,1
882,969,sight glass,transformer abnormal or reflash,272,1
883,970,gauge defect,transformer abnormal or reflash,272,1
884,971,loose fixing,transformer abnormal or reflash,273,1
885,972,auto recharge control defect,transformer abnormal or reflash,273,1
886,973,damaged component,transformer abnormal or reflash,274,1
887,974,drycol breather,transformer abnormal or reflash,274,1
888,975,power supply,transformer abnormal or reflash,275,1
889,976,power supply,transformer abnormal or reflash,275,1
890,977,drycol control unit defect,transformer abnormal or reflash,275,1
891,978,power supply,drycol breather,276,1
892,979,power supply,drycol breather,276,1
893,980,drycol control unit defect,drycol breather,276,1
894,981,power supply,drycol breather,277,1
895,982,power supply,drycol breather,277,1
896,983,drycol control unit defect,drycol breather,277,1
897,984,damaged component,transformer abnormal or reflash,278,1
898,986,defrost defect,drycol breather,279,1
899,987,drycol control unit defect,drycol breather,279,1
900,988,high resistance connection,drycol breather,280,1
901,989,drycol control unit defect,drycol breather,280,1
902,990,power supply,drycol breather,281,1
903,991,power supply,drycol breather,281,1
904,992,drycol control unit defect,drycol breather,281,1
905,993,oil level low,add oil,282,1
906,994,oil level incorrect,add oil,282,1
907,995,power supply,transformer abnormal or reflash,283,1
908,996,power supply,transformer abnormal or reflash,283,1
909,997,drycol control unit defect,transformer abnormal or reflash,283,1
910,998,oil level low,order,284,1
911,999,oil level low,exchange oil,284,1
912,1000,oil level incorrect,order,284,1
913,1001,oil level incorrect,exchange oil,284,1
914,1002,transformer abnormal or reflash,order,284,1
915,1003,transformer abnormal or reflash,exchange oil,284,1
916,1004,out of service,order,284,1
917,1005,out of service,exchange oil,284,1
918,1006,damaged component,alarm,285,1
919,1007,drycol breather,alarm,285,1
920,1008,high resistance connection,transformer abnormal or reflash,286,1
921,1009,drycol control unit defect,transformer abnormal or reflash,286,1
922,1010,power supply,drycol breather,287,1
923,1011,power supply,drycol breather,287,1
924,1012,drycol control unit defect,drycol breather,287,1
925,1013,ir,transformer abnormal or reflash,288,1
926,1014,ir,transformer abnormal or reflash,288,1
927,1015,power supply,drycol breather,289,1
928,1016,power supply,drycol breather,289,1
929,1017,drycol control unit defect,drycol breather,289,1
930,1018,bag defect,transformer abnormal or reflash,290,1
931,1019,bag defect,transformer abnormal or reflash,290,1
932,1020,gasket,bag defect,291,1
933,1021,seal integrity defect,bag defect,291,1
934,1022,power supply,transformer abnormal or reflash,292,1
935,1023,power supply,transformer abnormal or reflash,292,1
936,1024,drycol control unit defect,transformer abnormal or reflash,292,1
937,1026,damaged component,exchange drycol unit,293,1
938,1027,damaged component,exchange drycol unit,293,1
939,1030,oil level low,low oil alarm,294,1
940,1032,oil level incorrect,low oil alarm,294,1
941,1035,alarm operation,buchholz,295,1
942,1037,damaged component,drycol breather,296,1
943,1039,oil level low,transformer abnormal or reflash,297,1
944,1040,oil level incorrect,transformer abnormal or reflash,297,1
945,1041,damaged component,transformer abnormal or reflash,298,1
946,1042,tank defect,transformer abnormal or reflash,298,1
947,1043,loose fixing,oil level low,299,1
948,1044,sight glass,oil level low,299,1
949,1045,gauge defect,oil level low,299,1
950,1046,fuse or mcb,drycol breather,300,1
951,1047,fuse or mcb,drycol breather,300,1
952,1048,drycol control unit defect,drycol breather,300,1
953,1049,fuse or mcb,transformer abnormal or reflash,301,1
954,1050,fuse or mcb,transformer abnormal or reflash,301,1
955,1051,drycol control unit defect,transformer abnormal or reflash,301,1
956,1052,auxiliary defect,transformer abnormal or reflash,302,1
957,1053,relay defect,transformer abnormal or reflash,302,1
958,1054,drycol control unit defect,transformer abnormal or reflash,302,1
959,1055,fuse or mcb,transformer abnormal or reflash,303,1
960,1056,fuse or mcb,transformer abnormal or reflash,303,1
961,1057,drycol control unit defect,transformer abnormal or reflash,303,1
962,1058,fuse or mcb,drycol breather,304,1
963,1059,fuse or mcb,drycol breather,304,1
964,1060,drycol control unit defect,drycol breather,304,1
965,1061,damaged component,transformer abnormal or reflash,305,1
966,1062,oil leak,transformer abnormal or reflash,305,1
967,1063,damaged component,exchange tank oil level low,306,1
968,1064,sight glass,exchange tank oil level low,306,1
969,1065,gauge defect,exchange tank oil level low,306,1
970,1066,oil level low,transformer abnormal or reflash,307,1
971,1067,oil level low,transformer abnormal or reflash,307,1
972,1068,oil level incorrect,transformer abnormal or reflash,307,1
973,1069,oil level incorrect,transformer abnormal or reflash,307,1
974,1070,oil level low,transformer abnormal or reflash,308,1
975,1071,oil level incorrect,transformer abnormal or reflash,308,1
976,1073,oil level low,oil level incorrect,309,1
977,1074,oil level low,add oil,309,1
978,1075,oil level low,add oil,309,1
979,1076,oil level incorrect,add oil,309,1
980,1077,seal integrity defect,sight glass,310,1
981,1078,seal integrity defect,clean sight glass,310,1
982,1080,sight glass,clean sight glass,310,1
983,1081,gauge defect,sight glass,310,1
984,1082,gauge defect,clean sight glass,310,1
985,1083,damaged component,transformer abnormal or reflash,311,1
986,1084,damaged component,drycol control unit defect,311,1
987,1085,drycol breather,transformer abnormal or reflash,311,1
988,1086,drycol breather,drycol control unit defect,311,1
989,1087,terminal cover,buchholz,312,1
990,1088,terminal cover,buchholz,312,1
991,1089,oil level low,oil level low,313,1
992,1090,oil level incorrect,oil level low,313,1
993,1091,oil level low,transformer abnormal or reflash,314,1
994,1092,oil level incorrect,transformer abnormal or reflash,314,1
995,1093,damaged component,transformer abnormal or reflash,315,1
996,1094,damaged component,drycol control unit defect,315,1
997,1095,drycol breather,transformer abnormal or reflash,315,1
998,1096,drycol breather,drycol control unit defect,315,1
999,1097,damaged component,drycol breather,316,1
1000,1098,power supply,transformer abnormal or reflash,317,1
1001,1099,power supply,transformer abnormal or reflash,317,1
1002,1100,drycol control unit defect,transformer abnormal or reflash,317,1
1003,1101,drycol control unit defect,transformer abnormal or reflash,318,1
1004,1102,drycol control unit defect,transformer abnormal or reflash,318,1
1005,1103,damaged component,drycol breather,319,1
1006,1104,oil level low,low oil alarm,320,1
1007,1105,oil level incorrect,low oil alarm,320,1
1008,1106,damaged component,sight glass,321,1
1009,1107,damaged component,gauge defect,321,1
1010,1108,power supply,transformer abnormal or reflash,322,1
1011,1109,power supply,transformer abnormal or reflash,322,1
1012,1110,drycol control unit defect,transformer abnormal or reflash,322,1
1013,1112,power supply,order,323,1
1014,1114,power supply,order,323,1
1015,1115,drycol control unit defect,power supply,323,1
1016,1116,drycol control unit defect,order,323,1
